-250	-250	0.00289287841648484
-246	-250	0.00295854096040657
-242	-250	0.00302652775515890
-238	-250	0.00309671709276809
-234	-250	0.00316893594243037
-230	-250	0.00324295617650983
-226	-250	0.00331849218776385
-222	-250	0.00339520027500710
-218	-250	0.00347268011992579
-214	-250	0.00355047858017681
-210	-250	0.00362809588760926
-206	-250	0.00370499417261475
-202	-250	0.0234368456720087
-198	-250	-0.0901340754140871
-194	-250	-0.00617723805065094
-190	-250	-0.121651912715435
-186	-250	-0.0263949284423197
-182	-250	0.00998801419075480
-178	-250	0.0751449720572842
-174	-250	0.114552064653199
-170	-250	-0.242908003797636
-166	-250	0.114741073555259
-162	-250	0.0104096023073377
-158	-250	0.195340165594392
-154	-250	0.00439866647436566
-150	-250	0.00441534153955072
-146	-250	0.00442606419951658
-142	-250	0.00443092893644389
-138	-250	0.00443007591968992
-134	-250	0.00442368527302660
-130	-250	0.00441197151106050
-126	-250	0.00439517829805233
-122	-250	0.00437357362661002
-118	-250	0.00434744546806399
-114	-250	0.00431709790793967
-110	-250	0.00428284775256800
-106	-250	0.00424502157256604
-102	-250	0.00420395313682616
-98	-250	0.00415998118394746
-94	-250	0.00411344747625471
-90	-250	0.00406469508296492
-86	-250	0.00401406684294009
-82	-250	0.00396190396270058
-78	-250	0.00390854471157904
-74	-250	0.00385432318239285
-70	-250	0.00379956809251825
-66	-250	0.00374460160645180
-62	-250	0.00368973816649246
-58	-250	0.00363528332415586
-54	-250	0.00358153256854348
-50	-250	0.135040351724128
-46	-250	0.000967184244837862
-42	-250	-0.0906344881204773
-38	-250	-0.0188400598305265
-34	-250	0.00441649958041828
-30	-250	-0.00165781332128417
-26	-250	0.0867721445765083
-22	-250	0.00788457165526145
-18	-250	0.188539050971493
-14	-250	-0.157006104702428
-10	-250	-0.116107014410680
-6	-250	0.189659996152293
-2	-250	0.00305592442164474
2	-250	0.00303476161321906
6	-250	0.00301679637424933
10	-250	0.00300202941115425
14	-250	0.00299043875269548
18	-250	0.00298197995985218
22	-250	0.00297658646285571
26	-250	0.00297417001980957
30	-250	0.00297462128908251
34	-250	0.00297781050652402
38	-250	0.00298358825681695
42	-250	0.00299178632765620
46	-250	0.00300221863433176
50	-250	-0.0260251428325288
54	-250	-0.0486084191150145
58	-250	0.0804347637762765
62	-250	-0.201451908428655
66	-250	-0.148219367967330
70	-250	0.00285190404774693
